0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,0,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,149,149,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,149,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,0,0,0,0,0,0,0,0,0,0,0,
0,0,149,149,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,0,0,0,0,0,0,
0,149,149,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,0,0,0,0,
0,149,149,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,0,0,0,0,
0,149,149,112,112,112,112,112,112,112,112,131,131,131,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,0,0,0,
0,149,112,112,112,112,112,112,112,112,112,131,131,131,131,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,0,0,
0,112,112,112,112,112,112,112,112,112,112,131,131,131,131,131,131,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,0,0,
0,112,112,112,112,112,112,112,112,112,112,112,131,131,131,131,131,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,0,0,
0,112,112,112,112,112,112,112,112,112,112,112,112,131,131,131,131,131,131,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,131,131,131,131,131,112,112,112,112,112,112,112,0,0,
0,112,112,112,112,112,112,112,112,112,112,112,112,112,131,131,131,131,131,131,131,112,112,112,112,112,112,112,112,112,112,112,112,112,112,131,131,131,131,131,131,112,112,112,112,112,112,112,112,0,
0,112,112,112,112,112,112,112,112,112,112,112,112,112,112,131,131,131,131,131,131,131,131,112,112,112,112,112,112,112,131,131,131,131,131,131,131,131,131,131,131,112,112,112,112,112,112,112,112,0,
0,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,131,131,131,131,131,131,131,112,112,112,112,112,112,131,131,131,131,131,131,131,131,131,131,112,112,112,112,112,112,112,112,112,112,0,
0,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,131,131,131,131,131,112,112,112,112,131,131,131,131,131,131,131,131,131,112,112,112,112,112,112,112,112,112,112,112,112,0,
0,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,131,131,131,131,131,112,131,131,131,131,131,131,131,131,131,112,112,112,112,112,112,112,112,112,112,112,112,112,112,0,
0,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,131,131,131,131,131,131,131,131,131,131,131,131,131,131,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,0,
0,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,131,131,131,131,131,131,131,131,131,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,0,
0,112,112,112,112,112,112,112,112,112,112,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,0,
0,112,112,112,112,112,112,112,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,0,
0,0,0,149,149,149,112,112,131,131,131,131,131,131,131,112,112,112,131,131,131,131,131,131,131,131,131,131,131,131,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,0,
0,0,149,149,149,112,112,112,112,112,112,112,112,112,112,112,112,112,112,131,131,131,131,131,131,131,131,131,131,131,131,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,0,
0,0,149,149,112,112,112,112,112,112,112,112,112,112,112,112,112,112,131,131,131,131,131,131,131,112,131,131,131,131,131,131,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,0,
0,0,149,149,112,112,112,112,112,112,112,112,112,112,112,112,112,131,131,131,131,131,131,131,131,112,112,131,131,131,131,131,131,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,0,0,
0,0,149,112,112,112,112,112,112,112,112,112,112,112,112,131,131,131,131,131,112,112,131,131,131,112,112,112,112,131,131,131,131,131,112,112,112,112,112,112,112,112,112,112,149,149,149,149,0,0,
0,149,149,112,112,112,112,112,112,112,112,112,112,112,112,131,131,131,131,112,112,112,131,131,131,112,112,112,112,131,131,131,131,131,112,112,112,112,112,112,112,112,112,112,149,149,149,0,0,0,
0,149,112,112,112,112,112,112,112,112,112,112,112,112,131,131,131,131,131,112,112,131,131,131,131,112,112,112,112,112,131,131,131,131,131,112,112,112,112,112,112,112,112,112,149,149,149,0,0,0,
